busID,voltage,phaseAngle,timestamp
B17,0.98,-6.1,1754683818.4287531
B20,0.99,0.2,1754683818.4287572
B21,1.02,-5.3,1754683818.428761
B22,0.98,-6.1,1754683818.4287655
B6,1.02,-5.3,1754683820.4319777
B9,1.01,0.5,1754683820.4320455
B10,0.99,0.2,1754683820.4320507
B17,0.98,-6.1,1754683820.432054
B20,0.99,0.2,1754683820.432057
B21,1.02,-5.3,1754683820.432059
B22,0.98,-6.1,1754683820.4320614
B6,1.02,-5.3,1754683822.43233
B9,1.01,0.5,1754683822.4326215
B10,0.99,0.2,1754683822.4326317
B17,0.98,-6.1,1754683822.432635
B20,0.99,0.2,1754683822.4326375
B21,1.02,-5.3,1754683822.4326398
B22,0.98,-6.1,1754683822.432642
B6,1.02,-5.3,1754683824.434916
B9,1.01,0.5,1754683824.4350133
B10,0.99,0.2,1754683824.4350216
B17,0.98,-6.1,1754683824.4350247
B20,0.99,0.2,1754683824.4350276
B21,1.02,-5.3,1754683824.43503
B22,0.98,-6.1,1754683824.4350321
B6,1.02,-5.3,1754683826.4357727
B9,1.01,0.5,1754683826.4358604
B10,0.99,0.2,1754683826.4358685
B17,0.98,-6.1,1754683826.4358735
B20,0.99,0.2,1754683826.4358776
B21,1.02,-5.3,1754683826.4358811
B22,0.98,-6.1,1754683826.4358847
B6,1.02,-5.3,1754683828.4366016
B9,1.01,0.5,1754683828.4366567
B10,0.99,0.2,1754683828.4366615
B17,0.98,-6.1,1754683828.4366646
B20,0.99,0.2,1754683828.436667
B21,1.02,-5.3,1754683828.436669
B22,0.98,-6.1,1754683828.4366715
B6,1.02,-5.3,1754683830.4389632
B9,1.01,0.5,1754683830.4390252
B10,0.99,0.2,1754683830.4390297
B17,0.98,-6.1,1754683830.4390328
B20,0.99,0.2,1754683830.4390354
B21,1.02,-5.3,1754683830.439038
B22,0.98,-6.1,1754683830.4390404
B6,1.02,-5.3,1754683832.4399576
B9,1.01,0.5,1754683832.440066
B10,0.99,0.2,1754683832.4400752
B17,0.98,-6.1,1754683832.4400806
B20,0.99,0.2,1754683832.4400852
B21,1.02,-5.3,1754683832.4400892
B22,0.98,-6.1,1754683832.440093
B6,1.02,-5.3,1754683834.4495256
B9,1.01,0.5,1754683834.4495842
B10,0.99,0.2,1754683834.4495895
B17,0.98,-6.1,1754683834.4495928
B20,0.99,0.2,1754683834.4495952
B21,1.02,-5.3,1754683834.4495971
B22,0.98,-6.1,1754683834.4495995
B6,1.02,-5.3,1754683836.45142
B9,1.01,0.5,1754683836.4520934
B10,0.99,0.2,1754683836.452111
B17,0.98,-6.1,1754683836.452117
B20,0.99,0.2,1754683836.4521222
B21,1.02,-5.3,1754683836.452127
B22,0.98,-6.1,1754683836.4521313
B6,1.02,-5.3,1754683838.4526973
B9,1.01,0.5,1754683838.4527638
B10,0.99,0.2,1754683838.4527702
B17,0.98,-6.1,1754683838.4527748
B20,0.99,0.2,1754683838.4527776
B21,1.02,-5.3,1754683838.4527807
B22,0.98,-6.1,1754683838.4527838
B6,1.02,-5.3,1754683840.4542851
B9,1.01,0.5,1754683840.4543905
B10,0.99,0.2,1754683840.4544
B17,0.98,-6.1,1754683840.4544058
B20,0.99,0.2,1754683840.4544108
B21,1.02,-5.3,1754683840.4544153
B22,0.98,-6.1,1754683840.4544191
B6,1.02,-5.3,1754683842.456256
B9,1.01,0.5,1754683842.4563196
B10,0.99,0.2,1754683842.4563248
B17,0.98,-6.1,1754683842.456328
B20,0.99,0.2,1754683842.4563305
B21,1.02,-5.3,1754683842.4563327
B22,0.98,-6.1,1754683842.456335
B6,1.02,-5.3,1754683844.4660597
B9,1.01,0.5,1754683844.466126
B10,0.99,0.2,1754683844.4661312
B17,0.98,-6.1,1754683844.4661343
B20,0.99,0.2,1754683844.4661372
B21,1.02,-5.3,1754683844.4661393
B22,0.98,-6.1,1754683844.4661417
B6,1.02,-5.3,1754683846.467122
B9,1.01,0.5,1754683846.4671838
B10,0.99,0.2,1754683846.4671915
B17,0.98,-6.1,1754683846.4671957
B20,0.99,0.2,1754683846.467199
B21,1.02,-5.3,1754683846.467202
B22,0.98,-6.1,1754683846.467205
B6,1.02,-5.3,1754683848.4675663
B9,1.01,0.5,1754683848.4676335
B10,0.99,0.2,1754683848.4676387
B17,0.98,-6.1,1754683848.467642
B20,0.99,0.2,1754683848.4676447
B21,1.02,-5.3,1754683848.4676473
B22,0.98,-6.1,1754683848.4676497
B6,1.02,-5.3,1754683850.4722896
B9,1.01,0.5,1754683850.472351
B10,0.99,0.2,1754683850.4723558
B17,0.98,-6.1,1754683850.4727342
B20,0.99,0.2,1754683850.4727454
B21,1.02,-5.3,1754683850.4727483
B22,0.98,-6.1,1754683850.472751
B6,1.02,-5.3,1754683852.4746087
B9,1.01,0.5,1754683852.4746845
B10,0.99,0.2,1754683852.4746914
B17,0.98,-6.1,1754683852.4746957
B20,0.99,0.2,1754683852.4746993
B21,1.02,-5.3,1754683852.4747026
B22,0.98,-6.1,1754683852.474708
B6,1.02,-5.3,1754683854.4762702
B9,1.01,0.5,1754683854.4763317
B10,0.99,0.2,1754683854.476337
B17,0.98,-6.1,1754683854.47634
B20,0.99,0.2,1754683854.4763424
B21,1.02,-5.3,1754683854.4763448
B22,0.98,-6.1,1754683854.4763472
B6,1.02,-5.3,1754683856.4800131
B9,1.01,0.5,1754683856.4800706
B10,0.99,0.2,1754683856.4800754
B17,0.98,-6.1,1754683856.480078
B20,0.99,0.2,1754683856.4800806
B21,1.02,-5.3,1754683856.480083
B22,0.98,-6.1,1754683856.4800851
B6,1.02,-5.3,1754683858.4813855
B9,1.01,0.5,1754683858.4814796
B10,0.99,0.2,1754683858.4814885
B17,0.98,-6.1,1754683858.4814937
B20,0.99,0.2,1754683858.4814975
B21,1.02,-5.3,1754683858.481501
B22,0.98,-6.1,1754683858.4815054
B6,1.02,-5.3,1754683860.4826891
B9,1.01,0.5,1754683860.4827836
B10,0.99,0.2,1754683860.4827917
B17,0.98,-6.1,1754683860.482797
B20,0.99,0.2,1754683860.4828012
B21,1.02,-5.3,1754683860.482805
B22,0.98,-6.1,1754683860.4828093
B6,1.02,-5.3,1754683862.4834988
B9,1.01,0.5,1754683862.4835892
B10,0.99,0.2,1754683862.4835982
B17,0.98,-6.1,1754683862.483604
B20,0.99,0.2,1754683862.4836087
B21,1.02,-5.3,1754683862.483613
B22,0.98,-6.1,1754683862.483617
B6,1.02,-5.3,1754683864.4873307
B9,1.01,0.5,1754683864.4873898
B10,0.99,0.2,1754683864.4873946
B17,0.98,-6.1,1754683864.4873974
B20,0.99,0.2,1754683864.4873996
B21,1.02,-5.3,1754683864.487402
B22,0.98,-6.1,1754683864.4874046
B6,1.02,-5.3,1754683866.489252
B9,1.01,0.5,1754683866.4893153
B10,0.99,0.2,1754683866.4893205
B17,0.98,-6.1,1754683866.4893236
B20,0.99,0.2,1754683866.4893262
B21,1.02,-5.3,1754683866.4893284
B22,0.98,-6.1,1754683866.4893308
B6,1.02,-5.3,1754683868.4924436
B9,1.01,0.5,1754683868.4925392
B10,0.99,0.2,1754683868.4925478
B17,0.98,-6.1,1754683868.492553
B20,0.99,0.2,1754683868.4925573
B21,1.02,-5.3,1754683868.492561
B22,0.98,-6.1,1754683868.492565
B6,1.02,-5.3,1754683870.494162
B9,1.01,0.5,1754683870.4942589
B10,0.99,0.2,1754683870.494268
B17,0.98,-6.1,1754683870.4942732
B20,0.99,0.2,1754683870.4942777
B21,1.02,-5.3,1754683870.494282
B22,0.98,-6.1,1754683870.4942858
B6,1.02,-5.3,1754683872.4954267
B9,1.01,0.5,1754683872.4955306
B10,0.99,0.2,1754683872.49554
B17,0.98,-6.1,1754683872.4955459
B20,0.99,0.2,1754683872.4955513
B21,1.02,-5.3,1754683872.4955554
B22,0.98,-6.1,1754683872.4955595
B6,1.02,-5.3,1754683874.4961967
B9,1.01,0.5,1754683874.4963033
B10,0.99,0.2,1754683874.4963124
B17,0.98,-6.1,1754683874.4963174
B20,0.99,0.2,1754683874.4963222
B21,1.02,-5.3,1754683874.496326
B22,0.98,-6.1,1754683874.49633
B6,1.02,-5.3,1754683876.4975662
B9,1.01,0.5,1754683876.4976578
B10,0.99,0.2,1754683876.4976666
B17,0.98,-6.1,1754683876.4976711
B20,0.99,0.2,1754683876.4976757
B21,1.02,-5.3,1754683876.497679
B22,0.98,-6.1,1754683876.4976833
B6,1.02,-5.3,1754683878.4983401
B9,1.01,0.5,1754683878.498449
B10,0.99,0.2,1754683878.498461
B17,0.98,-6.1,1754683878.4984667
B20,0.99,0.2,1754683878.4984717
B21,1.02,-5.3,1754683878.4984758
B22,0.98,-6.1,1754683878.4984796
B6,1.02,-5.3,1754683880.4998477
B9,1.01,0.5,1754683880.4999135
B10,0.99,0.2,1754683880.499918
B17,0.98,-6.1,1754683880.499921
B20,0.99,0.2,1754683880.4999237
B21,1.02,-5.3,1754683880.4999259
B22,0.98,-6.1,1754683880.499928
B6,1.02,-5.3,1754683882.5024557
B9,1.01,0.5,1754683882.5025535
B10,0.99,0.2,1754683882.5025618
B17,0.98,-6.1,1754683882.502567
B20,0.99,0.2,1754683882.5025718
B21,1.02,-5.3,1754683882.5025759
B22,0.98,-6.1,1754683882.5025802
B6,1.02,-5.3,1754683884.5033789
B9,1.01,0.5,1754683884.5034795
B10,0.99,0.2,1754683884.5034885
B17,0.98,-6.1,1754683884.5034947
B20,0.99,0.2,1754683884.5034993
B21,1.02,-5.3,1754683884.5035033
B22,0.98,-6.1,1754683884.5035079
B6,1.02,-5.3,1754683886.520231
B9,1.01,0.5,1754683886.520401
B10,0.99,0.2,1754683886.5204163
B17,0.98,-6.1,1754683886.5204222
B20,0.99,0.2,1754683886.520427
B21,1.02,-5.3,1754683886.5204308
B22,0.98,-6.1,1754683886.520435
B6,1.02,-5.3,1754683888.5211806
B9,1.01,0.5,1754683888.521266
B10,0.99,0.2,1754683888.5212734
B17,0.98,-6.1,1754683888.521278
B20,0.99,0.2,1754683888.5212817
B21,1.02,-5.3,1754683888.5212853
B22,0.98,-6.1,1754683888.521289
B6,1.02,-5.3,1754683890.5267184
B9,1.01,0.5,1754683890.5268795
B10,0.99,0.2,1754683890.5268912
B17,0.98,-6.1,1754683890.5268962
B20,0.99,0.2,1754683890.5269003
B21,1.02,-5.3,1754683890.5269039
B22,0.98,-6.1,1754683890.5269072
B6,1.02,-5.3,1754683892.5275688
B9,1.01,0.5,1754683892.5276837
B10,0.99,0.2,1754683892.5276947
B17,0.98,-6.1,1754683892.527701
B20,0.99,0.2,1754683892.5277069
B21,1.02,-5.3,1754683892.527712
B22,0.98,-6.1,1754683892.5277169
B6,1.02,-5.3,1754683894.528791
B9,1.01,0.5,1754683894.5291662
B10,0.99,0.2,1754683894.529181
B17,0.98,-6.1,1754683894.5291858
B20,0.99,0.2,1754683894.52919
B21,1.02,-5.3,1754683894.5291939
B22,0.98,-6.1,1754683894.5291975
B6,1.02,-5.3,1754683896.529332
B9,1.01,0.5,1754683896.5293934
B10,0.99,0.2,1754683896.5293984
B17,0.98,-6.1,1754683896.5294015
B20,0.99,0.2,1754683896.5294745
B21,1.02,-5.3,1754683896.5294776
B22,0.98,-6.1,1754683896.5294802
B6,1.02,-5.3,1754683898.5303173
B9,1.01,0.5,1754683898.530429
B10,0.99,0.2,1754683898.5304363
B17,0.98,-6.1,1754683898.53044
B20,0.99,0.2,1754683898.530443
B21,1.02,-5.3,1754683898.5304456
B22,0.98,-6.1,1754683898.5304484
B6,1.02,-5.3,1754683900.5309532
B9,1.01,0.5,1754683900.5310454
B10,0.99,0.2,1754683900.5310528
B17,0.98,-6.1,1754683900.5310574
B20,0.99,0.2,1754683900.5310612
B21,1.02,-5.3,1754683900.5310645
B22,0.98,-6.1,1754683900.5310678
B6,1.02,-5.3,1754683902.5427005
B9,1.01,0.5,1754683902.54294
B10,0.99,0.2,1754683902.542947
B17,0.98,-6.1,1754683902.5429504
B20,0.99,0.2,1754683902.542953
B21,1.02,-5.3,1754683902.5429552
B22,0.98,-6.1,1754683902.5429575
B6,1.02,-5.3,1754683904.5438387
B9,1.01,0.5,1754683904.5440087
B10,0.99,0.2,1754683904.5440228
B17,0.98,-6.1,1754683904.544029
B20,0.99,0.2,1754683904.5440335
B21,1.02,-5.3,1754683904.5440376
B22,0.98,-6.1,1754683904.5440414
B6,1.02,-5.3,1754683906.5479617
B9,1.01,0.5,1754683906.5480595
B10,0.99,0.2,1754683906.5480695
B17,0.98,-6.1,1754683906.548075
B20,0.99,0.2,1754683906.54808
B21,1.02,-5.3,1754683906.548084
B22,0.98,-6.1,1754683906.5480883
B6,1.02,-5.3,1754683908.5488586
B9,1.01,0.5,1754683908.5489607
B10,0.99,0.2,1754683908.5489705
B17,0.98,-6.1,1754683908.5489764
B20,0.99,0.2,1754683908.5489812
B21,1.02,-5.3,1754683908.5489852
B22,0.98,-6.1,1754683908.5489895
B6,1.02,-5.3,1754683910.5503788
B9,1.01,0.5,1754683910.550479
B10,0.99,0.2,1754683910.5504882
B17,0.98,-6.1,1754683910.5504944
B20,0.99,0.2,1754683910.550499
B21,1.02,-5.3,1754683910.5505033
B22,0.98,-6.1,1754683910.5505075
B6,1.02,-5.3,1754683912.551924
B9,1.01,0.5,1754683912.552035
B10,0.99,0.2,1754683912.5520456
B17,0.98,-6.1,1754683912.552052
B20,0.99,0.2,1754683912.5520575
B21,1.02,-5.3,1754683912.5520625
B22,0.98,-6.1,1754683912.5520675
B6,1.02,-5.3,1754683914.5530493
B9,1.01,0.5,1754683914.5531647
B10,0.99,0.2,1754683914.5531745
B17,0.98,-6.1,1754683914.553181
B20,0.99,0.2,1754683914.553186
B21,1.02,-5.3,1754683914.5531907
B22,0.98,-6.1,1754683914.553195
B6,1.02,-5.3,1754683916.553401
B9,1.01,0.5,1754683916.5535226
B10,0.99,0.2,1754683916.5535328
B17,0.98,-6.1,1754683916.553539
B20,0.99,0.2,1754683916.553544
B21,1.02,-5.3,1754683916.5535488
B22,0.98,-6.1,1754683916.5535538
B6,1.02,-5.3,1754683918.5547523
B9,1.01,0.5,1754683918.554872
B10,0.99,0.2,1754683918.5548828
B17,0.98,-6.1,1754683918.5548897
B20,0.99,0.2,1754683918.5548952
B21,1.02,-5.3,1754683918.5549
B22,0.98,-6.1,1754683918.5549052
B6,1.02,-5.3,1754683920.5554736
B9,1.01,0.5,1754683920.5558197
B10,0.99,0.2,1754683920.5558305
B17,0.98,-6.1,1754683920.5558374
B20,0.99,0.2,1754683920.5558424
B21,1.02,-5.3,1754683920.5558472
B22,0.98,-6.1,1754683920.5558522
B6,1.02,-5.3,1754683922.5570288
B9,1.01,0.5,1754683922.5571363
B10,0.99,0.2,1754683922.5571456
B17,0.98,-6.1,1754683922.5571513
B20,0.99,0.2,1754683922.5571556
B21,1.02,-5.3,1754683922.5571597
B22,0.98,-6.1,1754683922.5571637
B6,1.02,-5.3,1754683924.5574238
B9,1.01,0.5,1754683924.5575337
B10,0.99,0.2,1754683924.5575428
B17,0.98,-6.1,1754683924.5575488
B20,0.99,0.2,1754683924.5575538
B21,1.02,-5.3,1754683924.557558
B22,0.98,-6.1,1754683924.5575624
B6,1.02,-5.3,1754683926.5580957
B9,1.01,0.5,1754683926.5582087
B10,0.99,0.2,1754683926.5582187
B17,0.98,-6.1,1754683926.5582247
B20,0.99,0.2,1754683926.55823
B21,1.02,-5.3,1754683926.5582347
B22,0.98,-6.1,1754683926.5582392
B6,1.02,-5.3,1754683928.5586042
B9,1.01,0.5,1754683928.5586658
B10,0.99,0.2,1754683928.55867
B17,0.98,-6.1,1754683928.5586731
B20,0.99,0.2,1754683928.5586758
B21,1.02,-5.3,1754683928.558678
B22,0.98,-6.1,1754683928.55868
B6,1.02,-5.3,1754683930.5592813
B9,1.01,0.5,1754683930.5593882
B10,0.99,0.2,1754683930.5593972
B17,0.98,-6.1,1754683930.5594027
B20,0.99,0.2,1754683930.5594077
B21,1.02,-5.3,1754683930.559412
B22,0.98,-6.1,1754683930.5594163
B6,1.02,-5.3,1754683932.5603166
B9,1.01,0.5,1754683932.560422
B10,0.99,0.2,1754683932.5604322
B17,0.98,-6.1,1754683932.5604386
B20,0.99,0.2,1754683932.5604436
B21,1.02,-5.3,1754683932.560448
B22,0.98,-6.1,1754683932.560452
B6,1.02,-5.3,1754683934.5612447
B9,1.01,0.5,1754683934.5613644
B10,0.99,0.2,1754683934.5613735
B17,0.98,-6.1,1754683934.5613787
B20,0.99,0.2,1754683934.5613832
B21,1.02,-5.3,1754683934.5613873
B22,0.98,-6.1,1754683934.5613914
B6,1.02,-5.3,1754683936.562412
B9,1.01,0.5,1754683936.5625272
B10,0.99,0.2,1754683936.5625365
B17,0.98,-6.1,1754683936.5625424
B20,0.99,0.2,1754683936.5625472
B21,1.02,-5.3,1754683936.5625515
B22,0.98,-6.1,1754683936.5625563
B6,1.02,-5.3,1754683938.56672
B9,1.01,0.5,1754683938.5676033
B10,0.99,0.2,1754683938.5686498
B17,0.98,-6.1,1754683938.568678
B20,0.99,0.2,1754683938.5686853
B21,1.02,-5.3,1754683938.568691
B22,0.98,-6.1,1754683938.5686958
B6,1.02,-5.3,1754683940.5701149
B9,1.01,0.5,1754683940.5702233
B10,0.99,0.2,1754683940.570233
B17,0.98,-6.1,1754683940.570239
B20,0.99,0.2,1754683940.5702436
B21,1.02,-5.3,1754683940.5702477
B22,0.98,-6.1,1754683940.570252
B6,1.02,-5.3,1754683942.5708454
B9,1.01,0.5,1754683942.570984
B10,0.99,0.2,1754683942.5709984
B17,0.98,-6.1,1754683942.5710073
B20,0.99,0.2,1754683942.5710151
B21,1.02,-5.3,1754683942.571022
B22,0.98,-6.1,1754683942.571029
B6,1.02,-5.3,1754683944.5716975
B9,1.01,0.5,1754683944.5718992
B10,0.99,0.2,1754683944.5719042
B17,0.98,-6.1,1754683944.5719075
B20,0.99,0.2,1754683944.5719101
B21,1.02,-5.3,1754683944.5719123
B22,0.98,-6.1,1754683944.5719144
B6,1.02,-5.3,1754683946.5725005
B9,1.01,0.5,1754683946.5726848
B10,0.99,0.2,1754683946.5727003
B17,0.98,-6.1,1754683946.5727065
B20,0.99,0.2,1754683946.5727115
B21,1.02,-5.3,1754683946.5727155
B22,0.98,-6.1,1754683946.5727198
B6,1.02,-5.3,1754683948.5757878
B9,1.01,0.5,1754683948.5758998
B10,0.99,0.2,1754683948.5759096
B17,0.98,-6.1,1754683948.575915
B20,0.99,0.2,1754683948.5759199
B21,1.02,-5.3,1754683948.575924
B22,0.98,-6.1,1754683948.5759277
B6,1.02,-5.3,1754683950.5777988
B9,1.01,0.5,1754683950.5779026
B10,0.99,0.2,1754683950.5779119
B17,0.98,-6.1,1754683950.5779173
B20,0.99,0.2,1754683950.5779219
B21,1.02,-5.3,1754683950.5779257
B22,0.98,-6.1,1754683950.5779295
B6,1.02,-5.3,1754683952.5799413
B9,1.01,0.5,1754683952.5800695
B10,0.99,0.2,1754683952.5800803
B17,0.98,-6.1,1754683952.580087
B20,0.99,0.2,1754683952.5800927
B21,1.02,-5.3,1754683952.5800974
B22,0.98,-6.1,1754683952.5801022
B6,1.02,-5.3,1754683954.5806146
B9,1.01,0.5,1754683954.5807376
B10,0.99,0.2,1754683954.580748
B17,0.98,-6.1,1754683954.5807548
B20,0.99,0.2,1754683954.58076
B21,1.02,-5.3,1754683954.5807652
B22,0.98,-6.1,1754683954.58077
B6,1.02,-5.3,1754683956.5846376
B9,1.01,0.5,1754683956.5847495
B10,0.99,0.2,1754683956.5847604
B17,0.98,-6.1,1754683956.584766
B20,0.99,0.2,1754683956.584771
B21,1.02,-5.3,1754683956.584775
B22,0.98,-6.1,1754683956.5847793
B6,1.02,-5.3,1754683958.5860128
B9,1.01,0.5,1754683958.5861232
B10,0.99,0.2,1754683958.5861323
B17,0.98,-6.1,1754683958.586138
B20,0.99,0.2,1754683958.5861425
B21,1.02,-5.3,1754683958.5861466
B22,0.98,-6.1,1754683958.586151
B6,1.02,-5.3,1754683960.5873206
B9,1.01,0.5,1754683960.58743
B10,0.99,0.2,1754683960.587439
B17,0.98,-6.1,1754683960.5874453
B20,0.99,0.2,1754683960.58745
B21,1.02,-5.3,1754683960.5874546
B22,0.98,-6.1,1754683960.5874586
B6,1.02,-5.3,1754683962.5889173
B9,1.01,0.5,1754683962.589057
B10,0.99,0.2,1754683962.589067
B17,0.98,-6.1,1754683962.589073
B20,0.99,0.2,1754683962.5890772
B21,1.02,-5.3,1754683962.5890813
B22,0.98,-6.1,1754683962.5890856
B6,1.02,-5.3,1754683964.5903
B9,1.01,0.5,1754683964.5904522
B10,0.99,0.2,1754683964.590468
B17,0.98,-6.1,1754683964.5904777
B20,0.99,0.2,1754683964.590486
B21,1.02,-5.3,1754683964.5904932
B22,0.98,-6.1,1754683964.5905006
B6,1.02,-5.3,1754683966.596239
B9,1.01,0.5,1754683966.5964508
B10,0.99,0.2,1754683966.5964677
B17,0.98,-6.1,1754683966.5964737
B20,0.99,0.2,1754683966.5964785
B21,1.02,-5.3,1754683966.5964825
B22,0.98,-6.1,1754683966.5964868
B6,1.02,-5.3,1754683968.5970657
B9,1.01,0.5,1754683968.5972729
B10,0.99,0.2,1754683968.5972884
B17,0.98,-6.1,1754683968.5972943
B20,0.99,0.2,1754683968.5972993
B21,1.02,-5.3,1754683968.5973036
B22,0.98,-6.1,1754683968.597308
B6,1.02,-5.3,1754683970.598007
B9,1.01,0.5,1754683970.5981476
B10,0.99,0.2,1754683970.598161
B17,0.98,-6.1,1754683970.5981693
B20,0.99,0.2,1754683970.5981762
B21,1.02,-5.3,1754683970.5981817
B22,0.98,-6.1,1754683970.5981874
B6,1.02,-5.3,1754683972.5992866
B9,1.01,0.5,1754683972.599394
B10,0.99,0.2,1754683972.5994036
B17,0.98,-6.1,1754683972.5994093
B20,0.99,0.2,1754683972.5994139
B21,1.02,-5.3,1754683972.5994182
B22,0.98,-6.1,1754683972.5994225
B6,1.02,-5.3,1754683974.59998
B9,1.01,0.5,1754683974.6000938
B10,0.99,0.2,1754683974.6001036
B17,0.98,-6.1,1754683974.600109
B20,0.99,0.2,1754683974.6001136
B21,1.02,-5.3,1754683974.6001177
B22,0.98,-6.1,1754683974.600122
B6,1.02,-5.3,1754683976.601357
B9,1.01,0.5,1754683976.6014674
B10,0.99,0.2,1754683976.601477
B17,0.98,-6.1,1754683976.6014824
B20,0.99,0.2,1754683976.6014874
B21,1.02,-5.3,1754683976.6014915
B22,0.98,-6.1,1754683976.6014957
B6,1.02,-5.3,1754683978.6028292
B9,1.01,0.5,1754683978.602932
B10,0.99,0.2,1754683978.6029413
B17,0.98,-6.1,1754683978.602947
B20,0.99,0.2,1754683978.6029518
B21,1.02,-5.3,1754683978.602956
B22,0.98,-6.1,1754683978.60296
B6,1.02,-5.3,1754683980.603998
B9,1.01,0.5,1754683980.60407
B10,0.99,0.2,1754683980.6040752
B17,0.98,-6.1,1754683980.6040785
B20,0.99,0.2,1754683980.6040812
B21,1.02,-5.3,1754683980.6040833
B22,0.98,-6.1,1754683980.6040854
B6,1.02,-5.3,1754683982.6099262
B9,1.01,0.5,1754683982.6100667
B10,0.99,0.2,1754683982.6100805
B17,0.98,-6.1,1754683982.6100898
B20,0.99,0.2,1754683982.6100972
B21,1.02,-5.3,1754683982.6101038
B22,0.98,-6.1,1754683982.610111
B6,1.02,-5.3,1754683984.611047
B9,1.01,0.5,1754683984.6111453
B10,0.99,0.2,1754683984.611154
B17,0.98,-6.1,1754683984.61116
B20,0.99,0.2,1754683984.6111646
B21,1.02,-5.3,1754683984.6111689
B22,0.98,-6.1,1754683984.6111732
B6,1.02,-5.3,1754683986.6117163
B9,1.01,0.5,1754683986.6118405
B10,0.99,0.2,1754683986.6118555
B17,0.98,-6.1,1754683986.6118653
B20,0.99,0.2,1754683986.611874
B21,1.02,-5.3,1754683986.6118815
B22,0.98,-6.1,1754683986.6118886
B6,1.02,-5.3,1754683988.6124349
B9,1.01,0.5,1754683988.6125104
B10,0.99,0.2,1754683988.6125157
B17,0.98,-6.1,1754683988.6125185
B20,0.99,0.2,1754683988.612521
B21,1.02,-5.3,1754683988.612523
B22,0.98,-6.1,1754683988.6125252
B6,1.02,-5.3,1754683990.6133454
B9,1.01,0.5,1754683990.6137187
B10,0.99,0.2,1754683990.6137352
B17,0.98,-6.1,1754683990.6137407
B20,0.99,0.2,1754683990.6137455
B21,1.02,-5.3,1754683990.613749
B22,0.98,-6.1,1754683990.613753
B6,1.02,-5.3,1754683992.6202745
B9,1.01,0.5,1754683992.6204169
B10,0.99,0.2,1754683992.6204324
B17,0.98,-6.1,1754683992.6204426
B20,0.99,0.2,1754683992.620451
B21,1.02,-5.3,1754683992.6204588
B22,0.98,-6.1,1754683992.6204662
B6,1.02,-5.3,1754683994.6334586
B9,1.01,0.5,1754683994.6335804
B10,0.99,0.2,1754683994.6335897
B17,0.98,-6.1,1754683994.6335955
B20,0.99,0.2,1754683994.6336
B21,1.02,-5.3,1754683994.6336043
B22,0.98,-6.1,1754683994.633609
B6,1.02,-5.3,1754683996.634478
B9,1.01,0.5,1754683996.6345909
B10,0.99,0.2,1754683996.634601
B17,0.98,-6.1,1754683996.6346073
B20,0.99,0.2,1754683996.634613
B21,1.02,-5.3,1754683996.6346176
B22,0.98,-6.1,1754683996.6346226
B6,1.02,-5.3,1754683998.6350849
B9,1.01,0.5,1754683998.6352158
B10,0.99,0.2,1754683998.635226
B17,0.98,-6.1,1754683998.6352322
B20,0.99,0.2,1754683998.6352377
B21,1.02,-5.3,1754683998.6352422
B22,0.98,-6.1,1754683998.6352468
B6,1.02,-5.3,1754684000.6356733
B9,1.01,0.5,1754684000.635817
B10,0.99,0.2,1754684000.6358309
B17,0.98,-6.1,1754684000.6358402
B20,0.99,0.2,1754684000.635847
B21,1.02,-5.3,1754684000.6358535
B22,0.98,-6.1,1754684000.6358604
B6,1.02,-5.3,1754684002.6372383
B9,1.01,0.5,1754684002.6373732
B10,0.99,0.2,1754684002.6373875
B17,0.98,-6.1,1754684002.637397
B20,0.99,0.2,1754684002.6374044
B21,1.02,-5.3,1754684002.6374116
B22,0.98,-6.1,1754684002.637418
B6,1.02,-5.3,1754684004.639025
B9,1.01,0.5,1754684004.63914
B10,0.99,0.2,1754684004.6391487
B17,0.98,-6.1,1754684004.639155
B20,0.99,0.2,1754684004.6391594
B21,1.02,-5.3,1754684004.639164
B22,0.98,-6.1,1754684004.639168
B6,1.02,-5.3,1754684006.63963
B9,1.01,0.5,1754684006.6397588
B10,0.99,0.2,1754684006.6397703
B17,0.98,-6.1,1754684006.6397774
B20,0.99,0.2,1754684006.6397831
B21,1.02,-5.3,1754684006.6397882
B22,0.98,-6.1,1754684006.6397934
B6,1.02,-5.3,1754684008.6410296
B9,1.01,0.5,1754684008.6411185
B10,0.99,0.2,1754684008.6411235
B17,0.98,-6.1,1754684008.6411269
B20,0.99,0.2,1754684008.6411295
B21,1.02,-5.3,1754684008.6411319
B22,0.98,-6.1,1754684008.641134
B6,1.02,-5.3,1754684010.6877208
B9,1.01,0.5,1754684010.6880426
B10,0.99,0.2,1754684010.6880543
B17,0.98,-6.1,1754684010.6880581
B20,0.99,0.2,1754684010.6880615
B21,1.02,-5.3,1754684010.688064
B22,0.98,-6.1,1754684010.6880667
B6,1.02,-5.3,1754684012.692705
B9,1.01,0.5,1754684012.6928365
B10,0.99,0.2,1754684012.6928465
B17,0.98,-6.1,1754684012.6928525
B20,0.99,0.2,1754684012.6928573
B21,1.02,-5.3,1754684012.692862
B22,0.98,-6.1,1754684012.692866
B6,1.02,-5.3,1754684014.694398
B9,1.01,0.5,1754684014.6945214
B10,0.99,0.2,1754684014.694531
B17,0.98,-6.1,1754684014.6945376
B20,0.99,0.2,1754684014.6945431
